secid,date,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,expiration,rate
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2018-09-28,1.535629
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2018-12-21,1.55919
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2018-12-31,1.549424
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2019-01-18,1.510626
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2019-03-15,1.602298
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2019-06-21,1.601896
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2019-12-20,1.606193
108105,2018-01-03,64881510,SPX,9999,1,32768,,A,,2020-12-18,1.722102
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-05,0
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-08,0
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-10,0.327953
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-12,0.362915
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-16,0.457228
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-17,0.434754
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-19,0.419175
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-22,0.58396
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-24,0.585853
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-26,0.447542
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-29,0.483807
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-01-31,0.563555
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-02-02,0.697562
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-02-05,0.685891
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-02-07,0.72957
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-02-09,0.970355
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-02-16,1.255709
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-02-23,1.295154
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-02-28,1.490637
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-03-02,1.434858
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-03-16,1.559918
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-03-29,1.418132
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-04-20,1.376631
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-04-30,1.340059
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-05-31,1.51334
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-06-15,1.555245
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-06-29,1.475948
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-09-21,1.491447
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-09-28,1.495786
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-12-21,1.523611
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2018-12-31,1.514751
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2019-01-18,1.483127
108105,2018-01-04,64881510,SPX,9999,1,32768,,A,,2019-03-15,1.568396
