Model,Contract,Paths,T_years,Guarantee_Rate,Management_Fee,Transaction_Cost_bps,Rebalance_Freq_days,Risk_Free_Rate,Dividend_Yield,RoughVol_xi,RoughVol_nu,RoughVol_H,Unhedged_Mean_PnL,Unhedged_Std_PnL,Unhedged_VaR_99_5,Unhedged_CTE_99_5,Unhedged_Min_PnL,Unhedged_Max_PnL,Hedged_Mean_PnL,Hedged_Std_PnL,Hedged_VaR_99_5,Hedged_CTE_99_5,Hedged_Min_PnL,Hedged_Max_PnL,Avg_Transaction_Cost,Hedge_Effectiveness,Seed
RoughVol,GMAB,10000,7.0,0.03,0.015,10.0,7,0.02,0.015,0.2,0.3,0.1,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.619085197369781e-10,1.5631268544667214e-08,-5.880069533574012e-08,-8.585361389579114e-08,-2.912955750401908e-07,3.8804981044720797e-07,1.0118873645846702e-09,-inf,42
