Model,Contract,Paths,T_years,Guarantee_Rate,Management_Fee,Transaction_Cost_bps,Rebalance_Freq_days,Risk_Free_Rate,Dividend_Yield,Heston_v0,Heston_kappa,Heston_theta,Heston_sigma_v,Heston_rho,Unhedged_Mean_PnL,Unhedged_Std_PnL,Unhedged_VaR_99_5,Unhedged_CTE_99_5,Unhedged_Min_PnL,Unhedged_Max_PnL,Hedged_Mean_PnL,Hedged_Std_PnL,Hedged_VaR_99_5,Hedged_CTE_99_5,Hedged_Min_PnL,Hedged_Max_PnL,Avg_Transaction_Cost,Hedge_Effectiveness,Seed
Heston,GMAB,10000,7.0,0.03,0.015,10.0,7,0.02,0.015,0.04,2.0,0.04,0.3,-0.7,0.0,0.0,-0.0,0.0,-0.0,-0.0,-969918.628991625,12416065.962972835,-60614628.63361652,-80143072.92331022,-184328276.80685136,13735319.548405062,256131.2496958683,-inf,42
