secid,date,low,high,close,volume,return,cfadj,open,cfret,shrout
108105,2018-01-02,2682.36,2695.89,2695.81,0,0.008303,1,2683.73,1,0
108105,2018-01-03,2697.77,2714.37,2713.06,0,0.006399,1,2697.85,1,0
108105,2018-01-04,2719.07,2729.29,2723.99,0,0.004029,1,2719.31,1,0
108105,2018-01-05,2727.92,2743.45,2743.15,0,0.007034,1,2731.33,1,0
108105,2018-01-08,2737.6,2748.51,2747.71,0,0.001662,1,2742.67,1,0
108105,2018-01-09,2747.86,2759.14,2751.29,0,0.001303,1,2751.15,1,0
108105,2018-01-10,2736.06,2750.8,2748.23,0,-0.001112,1,2745.55,1,0
108105,2018-01-11,2752.78,2767.56,2767.56,0,0.007034,1,2752.97,1,0
108105,2018-01-12,2769.64,2787.85,2786.24,0,0.00675,1,2770.18,1,0
108105,2018-01-16,2768.64,2807.54,2776.42,0,-0.003524,1,2798.96,1,0
108105,2018-01-17,2778.38,2807.04,2802.56,0,0.009415,1,2784.99,1,0
108105,2018-01-18,2792.56,2805.83,2798.03,0,-0.001616,1,2802.4,1,0
108105,2018-01-19,2798.08,2810.33,2810.3,0,0.004385,1,2802.6,1,0
108105,2018-01-22,2808.12,2833.03,2832.97,0,0.008067,1,2809.16,1,0
108105,2018-01-23,2830.59,2842.24,2839.13,0,0.002174,1,2835.05,1,0
108105,2018-01-24,2824.81,2852.97,2837.54,0,-0.00056,1,2845.47,1,0
108105,2018-01-25,2830.94,2848.56,2839.25,0,0.000603,1,2846.24,1,0
108105,2018-01-26,2846.18,2872.87,2872.87,0,0.011841,1,2847.48,1,0
108105,2018-01-29,2851.48,2870.62,2853.53,0,-0.006732,1,2867.23,1,0
108105,2018-01-30,2818.27,2837.75,2822.43,0,-0.010899,1,2830.75,1,0
108105,2018-01-31,2813.04,2839.26,2823.81,0,0.000489,1,2832.41,1,0
108105,2018-02-01,2812.7,2835.96,2821.98,0,-0.000648,1,2816.45,1,0
108105,2018-02-02,2759.97,2808.92,2762.13,0,-0.021209,1,2808.92,1,0
108105,2018-02-05,2638.17,2763.39,2648.94,0,-0.040979,1,2741.06,1,0
108105,2018-02-06,2593.07,2701.04,2695.14,0,0.017441,1,2614.78,1,0
108105,2018-02-07,2681.33,2727.67,2681.66,0,-0.005002,1,2690.2,1,0
108105,2018-02-08,2580.56,2685.27,2581,0,-0.037536,1,2685.01,1,0
108105,2018-02-09,2532.69,2638.67,2619.55,0,0.014936,1,2601.78,1,0
108105,2018-02-12,2622.45,2672.61,2656,0,0.013915,1,2636.75,1,0
108105,2018-02-13,2637.08,2668.84,2662.94,0,0.002613,1,2646.27,1,0
108105,2018-02-14,2648.87,2702.1,2698.63,0,0.013402,1,2651.21,1,0
108105,2018-02-15,2689.82,2731.51,2731.2,0,0.012069,1,2713.46,1,0
108105,2018-02-16,2725.11,2754.42,2732.22,0,0.000373,1,2727.14,1,0
108105,2018-02-20,2706.76,2737.6,2716.26,0,-0.005841,1,2722.99,1,0
108105,2018-02-21,2701.29,2747.75,2701.33,0,-0.005497,1,2720.53,1,0
108105,2018-02-22,2697.77,2731.26,2703.96,0,0.000974,1,2710.42,1,0
108105,2018-02-23,2713.74,2747.76,2747.3,0,0.016028,1,2715.8,1,0
108105,2018-02-26,2753.78,2780.64,2779.6,0,0.011757,1,2757.37,1,0
108105,2018-02-27,2744.22,2789.15,2744.28,0,-0.012707,1,2780.45,1,0
108105,2018-02-28,2713.54,2761.52,2713.83,0,-0.011096,1,2753.78,1,0
108105,2018-03-01,2659.65,2730.89,2677.67,0,-0.013324,1,2715.22,1,0
108105,2018-03-02,2647.32,2696.25,2691.25,0,0.005072,1,2658.89,1,0
108105,2018-03-05,2675.75,2728.09,2720.94,0,0.011032,1,2681.06,1,0
108105,2018-03-06,2711.26,2732.08,2728.12,0,0.002639,1,2730.18,1,0
108105,2018-03-07,2701.74,2730.6,2726.8,0,-0.000484,1,2710.18,1,0
108105,2018-03-08,2722.65,2740.45,2738.97,0,0.004463,1,2732.75,1,0
108105,2018-03-09,2751.54,2786.57,2786.57,0,0.017379,1,2752.91,1,0
108105,2018-03-12,2779.26,2796.98,2783.02,0,-0.001274,1,2790.54,1,0
108105,2018-03-13,2758.68,2801.9,2765.31,0,-0.006364,1,2792.31,1,0
108105,2018-03-14,2744.38,2777.11,2749.48,0,-0.005725,1,2774.06,1,0
108105,2018-03-15,2741.47,2763.03,2747.33,0,-0.000782,1,2754.27,1,0
108105,2018-03-16,2749.97,2761.85,2752.01,0,0.001703,1,2750.57,1,0
108105,2018-03-19,2694.59,2741.38,2712.92,0,-0.014204,1,2741.38,1,0
108105,2018-03-20,2710.05,2724.22,2716.94,0,0.001482,1,2715.05,1,0
108105,2018-03-21,2709.79,2739.14,2711.93,0,-0.001844,1,2714.99,1,0
108105,2018-03-22,2641.59,2695.68,2643.69,0,-0.025163,1,2691.36,1,0
108105,2018-03-23,2585.89,2657.67,2588.26,0,-0.020967,1,2646.71,1,0
108105,2018-03-26,2601.81,2661.36,2658.55,0,0.027157,1,2619.35,1,0
108105,2018-03-27,2596.12,2674.78,2612.62,0,-0.017276,1,2667.57,1,0
108105,2018-03-28,2593.06,2632.65,2605,0,-0.002917,1,2611.3,1,0
108105,2018-03-29,2609.72,2659.07,2640.87,0,0.01377,1,2614.41,1,0
108105,2018-04-02,2553.8,2638.3,2581.88,0,-0.022337,1,2633.45,1,0
108105,2018-04-03,2575.49,2619.14,2614.45,0,0.012615,1,2592.17,1,0
108105,2018-04-04,2573.61,2649.86,2644.69,0,0.011566,1,2584.04,1,0
108105,2018-04-05,2649.58,2672.08,2662.84,0,0.006863,1,2657.36,1,0
108105,2018-04-06,2586.27,2656.88,2604.47,0,-0.02192,1,2645.82,1,0
108105,2018-04-09,2610.79,2653.55,2613.16,0,0.003337,1,2617.18,1,0
108105,2018-04-10,2635.78,2665.45,2656.87,0,0.016727,1,2638.41,1,0
108105,2018-04-11,2639.25,2661.43,2642.19,0,-0.005525,1,2643.89,1,0
108105,2018-04-12,2653.83,2674.72,2663.99,0,0.008251,1,2653.83,1,0
108105,2018-04-13,2645.05,2680.26,2656.3,0,-0.002887,1,2676.9,1,0
108105,2018-04-16,2665.16,2686.49,2677.84,0,0.008109,1,2670.1,1,0
108105,2018-04-17,2692.05,2713.34,2706.39,0,0.010662,1,2692.74,1,0
108105,2018-04-18,2703.63,2717.49,2708.64,0,0.000831,1,2710.11,1,0
108105,2018-04-19,2681.9,2702.84,2693.13,0,-0.005726,1,2701.16,1,0
108105,2018-04-20,2660.61,2693.94,2670.14,0,-0.008537,1,2692.56,1,0
108105,2018-04-23,2657.99,2682.86,2670.29,0,5.6e-05,1,2675.4,1,0
108105,2018-04-24,2617.32,2683.55,2634.56,0,-0.013381,1,2680.8,1,0
108105,2018-04-25,2612.67,2645.3,2639.4,0,0.001837,1,2634.92,1,0
108105,2018-04-26,2647.16,2676.48,2666.94,0,0.010434,1,2651.65,1,0
108105,2018-04-27,2659.01,2677.35,2669.91,0,0.001114,1,2675.47,1,0
108105,2018-04-30,2648.04,2682.92,2648.05,0,-0.008187,1,2675.05,1,0
108105,2018-05-01,2625.41,2655.27,2654.8,0,0.002549,1,2643.64,1,0
108105,2018-05-02,2631.7,2660.87,2635.67,0,-0.007206,1,2654.24,1,0
108105,2018-05-03,2594.62,2637.14,2629.73,0,-0.002254,1,2628.08,1,0
108105,2018-05-04,2615.32,2670.93,2663.42,0,0.012811,1,2621.45,1,0
108105,2018-05-07,2664.7,2683.35,2672.63,0,0.003458,1,2669.36,1,0
108105,2018-05-08,2655.2,2676.34,2671.92,0,-0.000266,1,2670.26,1,0
108105,2018-05-09,2674.14,2701.27,2697.79,0,0.009682,1,2678.12,1,0
108105,2018-05-10,2704.54,2726.11,2723.07,0,0.009371,1,2705.02,1,0
108105,2018-05-11,2717.45,2732.86,2727.72,0,0.001708,1,2722.7,1,0
108105,2018-05-14,2725.47,2742.1,2730.13,0,0.000883,1,2733.37,1,0
108105,2018-05-15,2701.91,2718.59,2711.45,0,-0.006842,1,2718.59,1,0
108105,2018-05-16,2712.17,2727.76,2722.46,0,0.004061,1,2712.24,1,0
108105,2018-05-17,2711.36,2731.96,2720.13,0,-0.000856,1,2719.71,1,0
108105,2018-05-18,2709.18,2719.5,2712.97,0,-0.002632,1,2717.35,1,0
108105,2018-05-21,2725.7,2739.19,2733.01,0,0.007387,1,2725.95,1,0
108105,2018-05-22,2721.88,2742.24,2724.44,0,-0.003136,1,2738.34,1,0
108105,2018-05-23,2709.54,2733.33,2733.29,0,0.003248,1,2713.98,1,0
108105,2018-05-24,2707.38,2731.97,2727.76,0,-0.002023,1,2730.94,1,0
108105,2018-05-25,2714.99,2727.36,2721.33,0,-0.002357,1,2723.6,1,0
108105,2018-05-29,2676.81,2710.67,2689.86,0,-0.011564,1,2705.11,1,0
108105,2018-05-30,2702.43,2729.34,2724.01,0,0.012696,1,2702.43,1,0
108105,2018-05-31,2700.68,2722.5,2705.27,0,-0.00688,1,2720.98,1,0
108105,2018-06-01,2718.7,2736.93,2734.62,0,0.010849,1,2718.7,1,0
108105,2018-06-04,2740.54,2749.16,2746.87,0,0.00448,1,2741.67,1,0
108105,2018-06-05,2739.51,2752.61,2748.8,0,0.000703,1,2748.46,1,0
108105,2018-06-06,2748.46,2772.39,2772.35,0,0.008567,1,2753.25,1,0
108105,2018-06-07,2760.16,2779.9,2770.37,0,-0.000714,1,2775.01,1,0
